,username,location,following,followers,totaltweets,whentweetcreated,retweets,text
120,uguragoglu,,418,448,353,2021-01-02 14:56:34,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
121,ismail_38tr,"Kayseri, Türkiye",30,26,1133,2021-01-02 14:51:21,0,güzel insan yıllar geçse de hala gülümsetiyorsun mekanın cennet olsun yüreği güzel kendi güzel insan reklamı izleyince maziye dalıp gözleri dolan bir ben değildim galiba
122,alicansanda,kahramanmaraş,974,799,162,2021-01-02 14:47:53,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
123,ecevitekren,,996,840,143,2021-01-02 14:47:46,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
124,alperenisikk,,403,410,331,2021-01-02 14:47:39,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
125,sevakpinar,,776,625,143,2021-01-02 14:47:33,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
126,yesimhamzaogl,,1048,731,146,2021-01-02 14:47:26,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
127,Mertcanckn,"Bursa, Türkiye",161,65,447,2021-01-02 14:38:09,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
128,EcemErguzel,"İstanbul, Türkiye",66,34,18,2021-01-02 14:36:16,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
129,mrsyildiz_,,740,831,1018,2021-01-02 14:21:03,0,o kadar güzel bir reklam kiiii 
130,deryanursekerci,"Tokat, Türkiye",620,483,413,2021-01-02 14:15:03,0,o kadar güzel olmuş ki duygulanmamak elde değil 
131,scfd06,Ankara,312,71,371,2021-01-02 14:07:53,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
132,furkankarakusum,,5786,6189,17050,2021-01-02 14:07:50,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
133,azizzdnmz,"Bolu Merkez, Bolu",883,1804,8633,2021-01-02 14:02:54,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
134,BoraEmirhann,,18,5,53,2021-01-02 14:01:55,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
135,efsanbehiye,,653,207,467,2021-01-02 13:56:50,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
136,BusraKAROL,,109,202,854,2021-01-02 13:50:04,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
137,fbegonvill,,17,1,75,2021-01-02 13:48:57,0,bir reklam ancak bu kadar gülümsetir 
138,Emre70879505,,10,2,2,2021-01-02 13:42:44,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
139,KumSahan,,283,8,40,2021-01-02 13:23:36,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
140,eemirgann,,65,18,137,2021-01-02 13:22:08,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
141,eemirgann,,65,18,137,2021-01-02 13:21:48,0,kemal sunalın reklamı ne güzel olmuş öyle elinize emeğinize sağlık
142,parssalan,,264,139,4161,2021-01-02 13:15:30,0,kemal sunal gülüyor ama benim gözlerim doluyor
143,srhtckmk35,,59,12,580,2021-01-02 13:15:18,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
144,ahmettordu,,50,387,636,2021-01-02 13:09:48,0,biz hep güleriz
145,baristw,🇹🇷,1697,1768,4161,2021-01-02 13:09:37,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
146,bavci61,Nederland,946,992,23534,2021-01-02 12:54:18,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
147,nzldrbyl,"Muğla, Türkiye",139,246,280,2021-01-02 12:29:07,32,çok özledik be kemal abi
148,nzldrbyl,"Muğla, Türkiye",139,246,280,2021-01-02 12:28:28,0,ziraat bankası reklamına kalbimi bıraktım kemal sunal 
149,LordOfTheFlytes,🍀 ✨,91,2,219,2021-01-02 12:21:59,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
150,lolipopcoban,,321,623,12864,2021-01-02 12:11:50,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
151,Emrahezayah,,339,97,1709,2021-01-02 12:01:48,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
152,gencerumitt,"Denizli, Konya",97,1170,2526,2021-01-02 11:56:50,0,gerçekten çok güzel olmuş 
153,dursun5586,,357,49,1682,2021-01-02 11:53:44,32,çok özledik be kemal abi
154,bdgryl0,"İstanbul, Türkiye",21,18,22,2021-01-02 11:49:07,0, ve sen öyle güzel gülüyorsun ki kemal abi gülüşün unutulmuyor gerçekten çok güzel olmuş 
155,mustafaonalsss,"Ankara, Türkiye",23,11,292,2021-01-02 11:45:00,0,bir çok kişi reklamı beğenmiş değerlerinizle oynatıla oynatıla iyice şirazeniz kaymış durumda kemal sunal sizin bankanızın reklamında kullanılacak birimi hayrına belgeselini yapsaydınız olmazmıydı karaktersizler yazıklar olsun 
156,havacektir,"Mersin, Türkiye",229,101,5207,2021-01-02 11:39:40,0,bir reklamda ağlayacağım hiç aklıma gelmezdi çok iyi bir çalışma emeğinize sağlık 
157,Ftmtpn1,,126,83,309,2021-01-02 11:38:01,0,şu ziraat bankasinin reklamını izledikçe içi bir hoş olmayan var mı ya
158,enginyuksel1982,"Cerrahpaşa, İstanbul",601,623,117080,2021-01-02 11:35:09,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
159,utkucolak28,,100,27,40,2021-01-02 11:33:07,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
160,buraktmustafa,5 5,270,219,5765,2021-01-02 11:30:05,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
161,kenber12,"İstanbul, Türkiye",176,132,143,2021-01-02 11:11:54,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
162,meric_1905,"İskenderun, Türkiye",191,198,3058,2021-01-02 10:59:01,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
163,yesilgzll,"Gaziantep, Türkiye ",950,2524,25260,2021-01-02 10:54:34,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
164,cubuklufb,Kadıköy   -   İstanbul,239,881,458,2021-01-02 10:47:25,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
165,ulanemrebile,,97,485,33359,2021-01-02 10:42:47,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
166,elipceylan,İZMİR,118,234,4366,2021-01-02 10:41:07,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
167,ufukozel59,"Tekirdağ, Türkiye",196,162,5195,2021-01-02 10:33:02,0,son günlerde gördüğüm en güzel reklam kemal sunal 
168,wwhitechoclate,,405,18,167,2021-01-02 10:29:54,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
169,ern_cglr,,910,308,48175,2021-01-02 10:28:23,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
170,berkeb922,,49,11,128,2021-01-02 10:26:29,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
171,ecemugee,,286,273,145,2021-01-02 10:12:02,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
172,BekirKizilpinar,"İzmir, Sivas",538,471,1175,2021-01-02 10:00:57,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
173,MertcanTulek,"İstanbul, Türkiye",167,112,981,2021-01-02 09:39:24,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
174,omersoncamci,"İzmir, Türkiye",1418,805,16533,2021-01-02 09:35:52,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
175,buyukozturkbu,"Ankara, Türkiye",152,251,8116,2021-01-02 09:35:05,32,çok özledik be kemal abi
176,AlbayrakAtiba,,957,144,3937,2021-01-02 09:35:00,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
177,serhatcivelek,zeytinburnu istanbul,126,148,3737,2021-01-02 09:27:46,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
178,Bulut71295113,,172,25,67,2021-01-02 09:27:33,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
179,erpa1234,avşa adası,1624,618,9158,2021-01-02 09:21:58,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
180,Herteldenrt,,8406,67421,180802,2021-01-02 09:07:44,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
181,ozanmustafainci,"Beşiktaş, İstanbul",1840,4003,107511,2021-01-02 09:06:59,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
182,Ceranhb,,159,61,508,2021-01-02 09:02:16,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
183,RafetYapici,aydın,101,2,26,2021-01-02 09:00:46,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
184,cgriksmn,,865,570,12019,2021-01-02 08:58:31,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
185,krhnila,elli3,182,242,4527,2021-01-02 08:56:58,1,harika duygu yüklü bi reklam gözlerim doldu
186,Emiinaksu,"Düzce, Türkiye",561,461,8676,2021-01-02 08:56:31,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
187,yavuzali60,,191,44,15582,2021-01-02 08:53:43,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
188,harunsaglam,"İstanbul, Türkiye",279,13987,12837,2021-01-02 08:38:34,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
189,differentcop,"İstanbul, Türkiye",601,101,957,2021-01-02 08:30:45,0,sanırım izlediğim en güzel duygu ve özlem dolu reklam çok çok güzeldi 
190,sametkaragoz06,"Ankara, Türkiye",259,125,6207,2021-01-02 08:29:02,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
191,yaseaktag,,409,614,3521,2021-01-02 08:18:04,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
192,CenkBabaeren,Turkey,4192,20927,184500,2021-01-02 08:14:42,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
193,BarisYontem,Antalya,386,186,9830,2021-01-02 07:17:02,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
194,19Black03Eagles,Cyprus,759,800,1891,2021-01-02 06:53:54,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
195,iremcaglar09,"İstanbul, Nazilli",659,657,5284,2021-01-02 06:45:48,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
196,FatihNp,,52,17,2,2021-01-02 06:36:36,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
197,BulentPartal,"Istanbul, Turkey",489,148,2736,2021-01-02 06:30:37,561,öyle şeyler yap ki yüzünü güldürdüklerin seni hep sevgiyle ansın öyle şeyler yap ki adını hiç kimse unutmasın unutamasın ziraat bankası güler yüzüyle yıldır bir bankadan daha fazlası 
