,username,location,following,followers,totaltweets,whentweetcreated,retweets,text
10037,SahipsizUmut,,1277,957,71920,2021-01-07 13:59:02,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10038,MrSosyopat_rt,,4082,4084,59176,2021-01-07 13:58:39,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10039,NuriKarako12,,397,113,1331,2021-01-07 13:58:26,7,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10040,samii0098,,56,30,386,2021-01-07 13:57:41,7,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10044,cemilegocer58,"Kırıkkale, Türkiye",186,10,205,2021-01-07 13:52:37,21,farkında mısınız kirli temiz derken terörist vatansever derken alttaki görselde görülen çocukların hayatlarından düne göre bir gün eksildi 
10047,guler_rt,,2688,2701,89926,2021-01-07 13:49:11,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10048,sultaninim,,3219,3050,64124,2021-01-07 13:48:49,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10049,Engingelir3,İstanbul Fulya ,1428,1445,6771,2021-01-07 13:48:40,6,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10050,Benim_O_Ben_,,1144,1139,11270,2021-01-07 13:45:09,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10051,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:44:54,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10052,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:44:49,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10053,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:44:43,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10054,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:44:39,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10055,cemilegocer58,"Kırıkkale, Türkiye",186,10,205,2021-01-07 13:44:08,6,i nsan gibi yazıyoruz sesimizi duyan yok ama en ufak bir kötü söz söylesek yağmur gibi gelirsiniz çocuklar ölüyor 
10056,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:43:42,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10057,BEBJK1,"South Holland, The Netherlands",1056,1052,15909,2021-01-07 13:42:13,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10058,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:42:03,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10059,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:41:57,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10060,aslidoyaar,"Samsun, Türkiye",239,946,1421,2021-01-07 13:41:04,8,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10061,samethsrar,,3218,535,113,2021-01-07 13:40:52,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10062,salihaerzin,,158,66,111,2021-01-07 13:40:29,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10063,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:40:24,8,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10064,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:40:20,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10065,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:40:16,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10066,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:40:12,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10067,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:40:06,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10068,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:40:02,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10069,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:39:55,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10070,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 13:39:27,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10074,msedanrn,,224,43,4124,2021-01-07 13:27:25,6,i nsan gibi yazıyoruz sesimizi duyan yok ama en ufak bir kötü söz söylesek yağmur gibi gelirsiniz çocuklar ölüyor 
10075,hlmsrgll,Antalya / @_lawyerofdevil_🖤🤍,312,319,787,2021-01-07 13:26:55,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10077,miss_lavinia00_,,679,585,21420,2021-01-07 13:26:39,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10078,OUZSAIR3,Türkiye,2344,2383,6396,2021-01-07 13:25:32,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10079,BamsiAlp19,,2937,2492,122070,2021-01-07 13:23:24,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10081,Sinem_nm,,223,590,15465,2021-01-07 13:19:31,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10084,_eenster,,2056,2128,120149,2021-01-07 13:17:08,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10087,gokhan_yurdaer,Tokat,64,32,119,2021-01-07 13:08:24,36,sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarakta olsa yardimci olur musunuz 
10088,maideesevval,"Denizli, Türkiye",697,806,3501,2021-01-07 13:07:00,133,varlık fonu na aktarılan milyon lira sma lı çocuklarımızın tedavisi için kullanılsın 
10089,maideesevval,"Denizli, Türkiye",697,806,3501,2021-01-07 13:06:45,0,evladı için çabalayan aileleri şu açıklamayı yapmak zorunda bırakmak ne acı 
10092,Nuray35000,,8174,13387,163416,2021-01-07 13:03:50,6,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10095,geldgmgrmycksnz,"Çorum, Türkiye",2192,2329,1362,2021-01-07 12:55:53,36,sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarakta olsa yardimci olur musunuz 
10096,nrdvf_,🇹🇷,1444,1426,7880,2021-01-07 12:55:02,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10097,Eyluleylem27,,2766,2813,66639,2021-01-07 12:52:47,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10098,irfnbyln,Şanlıurfa,3847,3817,6552,2021-01-07 12:49:20,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10100,1Umt_,,287,196,84,2021-01-07 12:47:44,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10102,HeyyGz66,,3863,3843,82375,2021-01-07 12:47:09,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10103,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:46:39,6,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10104,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:45:25,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10105,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:45:19,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10106,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:45:15,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10107,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:45:11,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10108,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:45:07,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10109,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:45:03,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10110,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:44:44,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10112,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:44:32,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10113,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:44:23,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10114,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:44:14,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10115,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-07 12:44:01,2,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10116,kahvert1,,597,503,24125,2021-01-07 12:43:12,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10119,____bedriye,,1639,1595,2799,2021-01-07 12:28:20,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10120,BamsiAlp19_3,,50,48,537,2021-01-07 12:24:21,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10121,odunkolonisi,,416,1135,22064,2021-01-07 12:23:52,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10122,CANSURT2,,1610,1914,79360,2021-01-07 12:22:16,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10124,hizirrt3,,524,554,10598,2021-01-07 12:14:53,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10125,iyiarastir,,520,510,57494,2021-01-07 12:12:36,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10126,AbdiAcizRT,"İstanbul, Türkiye",1552,1685,83191,2021-01-07 12:10:43,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10130,Ankyra06,,544,478,30192,2021-01-07 12:02:57,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10131,aylacakmak35,Germany,1254,1033,76903,2021-01-07 11:59:22,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10132,Calbor_tdk_07,,2095,1997,51492,2021-01-07 11:58:16,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10133,huzursuz2882,,1092,901,47105,2021-01-07 11:57:17,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10135,Didar422,,301,445,87249,2021-01-07 11:55:36,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10136,MuezziniN,Türkiye,1091,849,10073,2021-01-07 11:54:38,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10137,oyaturhaner,,1041,583,63022,2021-01-07 11:54:16,1,en azından kadar vicdanlı olabilseydiniz ancak akp ve akp lilerde vicdan ne gezer 
10139,YarenAy99636144,,5271,5812,96385,2021-01-07 11:46:39,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10140,gamzesymn,,2167,1902,30121,2021-01-07 11:41:45,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10141,siringunes06,,103,15,121,2021-01-07 11:40:48,6,i nsan gibi yazıyoruz sesimizi duyan yok ama en ufak bir kötü söz söylesek yağmur gibi gelirsiniz çocuklar ölüyor 
10142,Gift30041849,,686,357,36312,2021-01-07 11:39:32,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10143,kalbimm90,,278,198,20133,2021-01-07 11:35:46,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10144,imranca_rt_fav,,2249,2271,41625,2021-01-07 11:35:16,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10146,byzrt1,,15728,14452,157313,2021-01-07 11:32:37,32,güzel günler görmeli 
10147,SemraFrom,"İstanbul, Türkiye",583,598,22287,2021-01-07 11:30:26,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10148,byzrt1,,15728,14452,157313,2021-01-07 11:30:05,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10149,byzval,Dinlenme İstasyonu,3291,3404,101111,2021-01-07 11:26:32,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10150,setremavi,,1128,1596,11323,2021-01-07 11:24:11,52,sma hastaları için yardım toplamak suç sayılıyor artık çaresizliği tavan yaptırıyorlar
10153,sibelcelen,türkiye,639,428,2424,2021-01-07 10:17:37,0,hadi bizde de bir el atın artık şu işe
10156,AvukatGonca,,43,25,737,2021-01-07 10:01:59,6,i nsan gibi yazıyoruz sesimizi duyan yok ama en ufak bir kötü söz söylesek yağmur gibi gelirsiniz çocuklar ölüyor 
10158,mavisetre_RT,,674,651,23883,2021-01-07 09:44:47,32,güzel günler görmeli 
10162,ahserr_RT,İstanbul,3153,4902,842765,2021-01-07 09:35:32,2,arttırıyorum milli piyango ve şans oyunlarından varlık fonuna kalan tüm paralar öncelikle hasta çocuklarımıza sonra da ihtiyaç sahibi tüm insanlarımıza dağıtılsın her zaman 
10168,zoombiyim,,1186,3828,59388,2021-01-07 09:02:25,32,güzel günler görmeli 
10183,Eyup40450040,"Ankara, Türkiye",665,640,9638,2021-01-07 07:53:02,13,milli piyango nun satılmayan biletlerinden varlık fonu na devredilen milyon tl nin sma lı çocuklarımıza harcanması için yapılan çağrı sloganik olmaktan öteye bir çağrı değildir 
10195,telvefikir1,,1258,1444,59734,2021-01-07 07:21:41,67,un artık 
10197,kahvert1,,597,503,24125,2021-01-07 07:18:13,32,güzel günler görmeli 
10199,kirli_ayaz,,328,347,13201,2021-01-07 07:03:08,32,güzel günler görmeli 
10206,AsilToprak10,,34,17,11,2021-01-07 06:32:41,0,sabah ın en güzel tebessümünü bırakıyorum sizenefes alarak uyandınkahvaltını yaptınpeki sevinç nur için yola çıktınız mı 
10220,SelimAkmen,istanbul,1212,32942,90941,2021-01-07 05:27:59,32,güzel günler görmeli 
10226,ctb0101,"60.982599, 25.664136",12815,11685,293921,2021-01-07 04:30:00,1,ahlaksızlık kirli oyun 
10228,benodunadam,,18575,22760,26699,2021-01-07 03:58:23,32,güzel günler görmeli 
10230,zeynep35094634,,2079,1405,9387,2021-01-07 01:10:08,1,aldığı para ile hendek kazan pkkya yardım eden hdp yr verilen milyon sma hastalarına bağışlansın çeyrek ikramiye tutturan akhisar belediyesi milyon tutarındaki bileti sma hastalarına bağışlasın samimi olduklarını görelim
10231,Ali10694758,,14,13,283,2021-01-07 00:47:19,54,küçücük bi r beden acilar i çi nde her gün kivaraniyor yardim bekli yor neden di yor i nsan başka bi r şey di yemi yor 
10235,edanursimayy,,316,326,4739,2021-01-07 00:00:57,25,destek olurmusunuz lütfen
10250,AltBulbul,,32,18,139,2021-01-06 22:05:32,0,seni allah nasıl biliyorsa öyle yapsın sadece yalakalik yaptığın yerden dinleme az insanlığın varsa ki yok gördüm videoda o lı bebeklerin anneleri babaları ile konuş belki anlarsın ama işine gelmez
10251,sumeyrakr3,CEHENNEMDE,498,638,272,2021-01-06 22:00:34,25,destek olurmusunuz lütfen
10261,AltBulbul,,32,18,139,2021-01-06 21:19:59,2,yine konu saptirildi yine siyasete meze oldu tedavisi abd ve bir çok avrupa ülkesinde onaylı yaşamasinlarmi 
10264,7areMyQuerencia,,208,53,2902,2021-01-06 20:53:54,116,destek olur musunuz 
10265,yancar11_,,33,41,544,2021-01-06 20:51:00,25,destek olurmusunuz lütfen
10268,Betl2996,,2111,1764,5088,2021-01-06 20:27:31,29,hamzanin vakti kalmadi sesi mi zi duyun yavrumuzu kurtaralim 
10269,Betl2996,,2111,1764,5088,2021-01-06 20:26:59,36,hamzanin vakti kalmadi artik dayanamiyor ci hazlar olmadan nefes alamiyor eli mi zden tutun lütfen 
10270,Betl2996,,2111,1764,5088,2021-01-06 20:26:22,116,son 28 haydi ki şi den topladiğimizda hamza artik i lacina kavuşacak 
10272,Betl2996,,2111,1764,5088,2021-01-06 20:09:59,286,son 28 haydi ki şi den topladiğimizda hamza artik i lacina kavuşacak 
10273,Betl2996,,2111,1764,5088,2021-01-06 20:09:20,61,haydi türki ye hamza artik i lacina uçsun son ki şi den bağiş yapmasini i sti yoruz artik bi ti reli m 
10274,Betl2996,,2111,1764,5088,2021-01-06 20:08:36,117,sma tıp hastası ve para olmadığı için ayından itibaren bu acıyı çekiyor son günü kaldı lütfen onu ilacına kavuşturalım 
10295,arabeskefem,,637,148,15899,2021-01-06 19:02:30,2,sma tedavisinde kriter çilesi 
10301,can_fb_fb,,956,1114,7954,2021-01-06 18:41:59,6,suriyelilere somaliye yardım etmek ve istemek ahlaksızlık değil ama bu vatanın öz evlatlarına yardım etmek ve istemek ahlaksızlık öyle mi 
10302,KIYMETC,,347,554,37284,2021-01-06 18:40:36,0,haksızlık karşısında susan dilsiz şeytanların dünyası bu dünya 
10306,sabriye095,,1348,1332,5514,2021-01-06 18:33:06,4,son düzlükte çok az kaldı ilacına kavuşmasına haydi bu güzel bebeğe nefes olalım 
10339,TrenSefi,İzmir,6536,6734,57454,2021-01-06 17:07:17,6,suriyelilere somaliye yardım etmek ve istemek ahlaksızlık değil ama bu vatanın öz evlatlarına yardım etmek ve istemek ahlaksızlık öyle mi 
10341,sevgigulumse,"London, England",1592,10271,40365,2021-01-06 17:05:47,6,suriyelilere somaliye yardım etmek ve istemek ahlaksızlık değil ama bu vatanın öz evlatlarına yardım etmek ve istemek ahlaksızlık öyle mi 
10349,turanozcan11,"Yavuztürk, İstanbul",1754,2171,217788,2021-01-06 16:48:15,916,yok öyle milli piyango dan kalan milyon sma hastası çocuklar için kullanılsın demek daha fazlasını verelim herkes aylık gelirini bağışlasın var mısınız aylık gelirini versin ben aylık gelirimi veriyorum hadi 
10364,serhatnural2,"İstanbul, Türkiye",468,207,30181,2021-01-06 16:15:02,103,hem yıllardır yalvaran sma lı çocuklara çare olma hem de onlar için bir araya gelen iradeyi terörize et bu millet bu kötülükten kurtulacak hem de den önce yapılacak bir erken seçimle 
10381,7HappinessPill,Mi Casa ,3698,409,35440,2021-01-06 15:03:53,116,destek olur musunuz 
10391,muyatweet,"Izmir, Turkey",634,38,199,2021-01-06 14:15:12,44,bebeğimin fizik tedavi esnasında burnundan ve ağzından kanlar gelmeye başladı hastaneye kaldırdık sma hastası bebeklerimizin kaybedecek vakti yok artık bir çözüm bulun lütfen
10394,liasbest,,771,387,604,2021-01-06 14:05:05,116,destek olur musunuz 
10416,sudediyebiri4,Denizin dibi,402,449,5834,2021-01-06 12:38:54,44,bebeğimin fizik tedavi esnasında burnundan ve ağzından kanlar gelmeye başladı hastaneye kaldırdık sma hastası bebeklerimizin kaybedecek vakti yok artık bir çözüm bulun lütfen
10417,carannak__,"İstanbul, Türkiye",2941,2001,2158,2021-01-06 12:37:05,12,benim bebeğim her an ölümle burun buruna ben nasıl sessiz kalayım artık bir çözüm gelsin lütfen erkan efem nefes alamıyor ben artık onu böyle görmeye dayanamıyorum 
10418,agustd3min,suga &jikook +taegi,482,204,12869,2021-01-06 12:36:58,116,destek olur musunuz 
10420,carannak__,"İstanbul, Türkiye",2941,2001,2158,2021-01-06 12:34:56,44,bebeğimin fizik tedavi esnasında burnundan ve ağzından kanlar gelmeye başladı hastaneye kaldırdık sma hastası bebeklerimizin kaybedecek vakti yok artık bir çözüm bulun lütfen
10430,bangtans_sk,,952,398,10749,2021-01-06 11:49:49,116,destek olur musunuz 
10432,flybangbangtan,Young Forever 🍀,245,195,26797,2021-01-06 11:47:01,0,destek olur musunuz 
10433,flybangbangtan,Young Forever 🍀,245,195,26797,2021-01-06 11:46:35,116,destek olur musunuz 
10434,Kiiikkkoo,,268,3,224,2021-01-06 11:44:41,116,destek olur musunuz 
10437,turkiyediyince,"İzmir, Balıkesir,İstanbul",3873,3597,9714,2021-01-06 11:36:26,7,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10445,IsBinnur,"İstanbul, Türkiye",473,326,11034,2021-01-06 11:26:36,7,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10449,_staywithmoon,ᴮᴱ yourself ♡,1043,490,26163,2021-01-06 11:25:21,1,destek olur musunuz 
10450,_staywithmoon,ᴮᴱ yourself ♡,1043,490,26163,2021-01-06 11:25:14,116,destek olur musunuz 
10455,JK7MY,,101,25,302,2021-01-06 11:08:56,0,destek olur musunuz 
10458,siimeraldo,,399,361,289,2021-01-06 10:55:09,116,destek olur musunuz 
10461,Ruhsuz_kurtkiz,"Diyarbakır, Türkiye",244,269,691,2021-01-06 10:49:14,0,sma hastalıgının ılacları sgk ya alınsınmı bence alınsın cunku o cocukların aılelerının gozu onunde ölüp gıtmesıne goz yummak cok acımasızca o cocukların gozlerındekı yasam sevıncı ölmesın madem
10464,zblueflower,,105,9,1035,2021-01-06 10:45:41,116,destek olur musunuz 
10475,TAEYUNGUM,,1094,1553,17024,2021-01-06 10:29:56,1,destek olur musunuz 
10479,beauvante,#1 stan babykook  ,1699,2544,27496,2021-01-06 10:29:07,1,destek olur musunuz 
10511,Evrndgrmn,?,1211,800,15423,2021-01-06 09:57:01,0,önündeki kalabalığa ceza keselim o cezalari da dedikleri icin sma hastalığı fonu varsa oraya aktaralım bu kesilen cezalarin tamamini atalim oraya
10512,AMenhaz,"İstanbul, Türkiye",712,135,10711,2021-01-06 09:56:49,15,ayımız var paylaşmak bile büyük destek arkadaşımızın oğlu için destek olur musunuz
10516,cemilegocer58,"Kırıkkale, Türkiye",186,10,205,2021-01-06 09:55:36,1,i stiyorum ki sma dışında birşey konuşulmasın bu iş çözüme kavuşturulana kadar herkes bunu konuşsun istiyorum çok şey istiyorum biliyorum 
10524,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-06 09:53:21,1,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10526,Dneoktay,"Sivaslı, Türkiye",42,37,1570,2021-01-06 09:53:16,0,paylaşalım lütfen rt aylik sma hastasi bebeği mi z yardim bekli yor i ki z kardeşi bu hastaliktan vefat etti lütfen paylaşarak da olsa yardimci olur musunuz 
10527,NamjoonunGamze2,Azerbaijan,139,282,17256,2021-01-06 09:53:08,1,destek olur musunuz 
10528,NamjoonunGamze2,Azerbaijan,139,282,17256,2021-01-06 09:53:06,2,destek olur musunuz 
10529,NamjoonunGamze2,Azerbaijan,139,282,17256,2021-01-06 09:53:04,2,destek olur musunuz 
10530,NamjoonunGamze2,Azerbaijan,139,282,17256,2021-01-06 09:53:02,2,destek olur musunuz 
10531,NamjoonunGamze2,Azerbaijan,139,282,17256,2021-01-06 09:53:00,1,destek olur musunuz 
10532,NamjoonunGamze2,Azerbaijan,139,282,17256,2021-01-06 09:52:56,1,destek olur musunuz 
10533,NamjoonunGamze2,Azerbaijan,139,282,17256,2021-01-06 09:52:55,4,destek olur musunuz 
